,biomass_dilution_s
BSU23050_s,0.060488128662109376
BSU23070_s,0.06048660278320313
BSU23080_s,0.060488128662109376
BSU23100_s,0.060488128662109376
BSU23250_s,0.060488128662109376
BSU23260_s,0.060488128662109376
BSU23270_s,0.060488128662109376
BSU23280_s,0.060488128662109376
BSU23380_s,0.060488128662109376
BSU23450_s,0.060488128662109376
BSU23490_s,0.060488128662109376
BSU23500_s,0.060453033447265624
BSU23560_s,0.060488128662109376
BSU23570_s,0.060488128662109376
BSU23580_s,0.060488128662109376
BSU23610_s,0.060488128662109376
BSU23760_s,0.060488128662109376
BSU23770_s,0.060488128662109376
BSU23800_s,0.060488128662109376
BSU23840_s,0.0
BSU23850_s,0.060488128662109376
BSU23860_s,0.060488128662109376
BSU23920_s,0.060488128662109376
BSU23960_s,0.060488128662109376
BSU23970_s,0.060488128662109376
BSU23980_s,0.060488128662109376
BSU24030_s,0.0
BSU24040_s,0.0
BSU24050_s,0.0
BSU24060_s,0.0
BSU24070_s,0.060488128662109376
BSU24080_s,0.06048431396484375
BSU24090_s,0.060488128662109376
BSU24120_s,0.060488128662109376
BSU24130_s,0.060488128662109376
BSU24140_s,0.060488128662109376
BSU24150_s,0.060488128662109376
BSU24160_s,0.060488128662109376
BSU24170_s,0.05433197021484376
BSU24270_s,0.0
BSU24280_s,0.0
BSU24310_s,0.0
BSU24340_s,0.0
BSU24350_s,0.0
BSU24740_s,0.060488128662109376
BSU24850_s,0.060488128662109376
BSU24900_s,0.0
BSU24950_s,0.060488128662109376
BSU24960_s,0.060488128662109376
BSU24970_s,0.060488128662109376
BSU24980_s,0.060488128662109376
BSU24990_s,0.060488128662109376
BSU25020_s,0.060488128662109376
BSU25070_s,0.0
BSU25160_s,0.0
BSU25200_s,0.0
BSU25260_s,0.0
BSU25270_s,0.0
BSU25290_s,0.0
BSU25300_s,0.060488128662109376
BSU25310_s,0.060488128662109376
BSU25410_s,0.0
BSU25420_s,0.060488128662109376
BSU25500_s,0.060488128662109376
BSU25550_s,0.0
BSU25580_s,0.060488128662109376
BSU25640_s,0.0
BSU25660_s,0.060488128662109376
BSU25710_s,0.060488128662109376
BSU25760_s,0.0
BSU25790_s,0.060488128662109376
BSU25900_s,0.060488128662109376
BSU26390_s,0.0
BSU26590_s,0.060488128662109376
BSU26600_s,0.060488128662109376
BSU26640_s,0.060488128662109376
BSU26650_s,0.060488128662109376
BSU26690_s,0.060488128662109376
BSU26810_s,0.060488128662109376
BSU26860_s,0.060488128662109376
BSU26970_s,0.060488128662109376
BSU27010_s,0.060488128662109376
BSU27040_s,0.060488128662109376
BSU27050_s,0.060488128662109376
BSU27060_s,0.060488128662109376
BSU27070_s,0.060488128662109376
BSU27120_s,0.060488128662109376
BSU27200_s,0.06048660278320313
BSU27220_s,0.060488128662109376
BSU27250_s,0.06048660278320313
BSU27260_s,0.06048660278320313
BSU27270_s,0.060488128662109376
BSU27320_s,0.0
BSU27330_s,0.060488128662109376
BSU27410_s,0.0
BSU27430_s,0.060488128662109376
BSU27440_s,0.060488128662109376
BSU27450_s,0.060488128662109376
BSU27460_s,0.060488128662109376
BSU27550_s,0.0
BSU27560_s,0.0
BSU27600_s,0.060488128662109376
BSU27610_s,0.060488128662109376
BSU27650_s,0.0
BSU27810_s,0.060488128662109376
BSU27850_s,0.060488128662109376
BSU27860_s,0.060488128662109376
BSU27870_s,0.060488128662109376
BSU27900_s,0.060482025146484375
BSU27910_s,0.060488128662109376
BSU27940_s,0.0
BSU27960_s,0.0
BSU28080_s,0.060488128662109376
BSU28090_s,0.0
BSU28120_s,0.060488128662109376
BSU28130_s,0.060488128662109376
BSU28140_s,0.060488128662109376
BSU28150_s,0.060488128662109376
BSU28230_s,0.0
BSU28250_s,0.060488128662109376
BSU28260_s,0.060488128662109376
BSU28270_s,0.060488128662109376
BSU28280_s,0.060488128662109376
BSU28290_s,0.0604736328125
BSU28300_s,0.060488128662109376
BSU28310_s,0.060488128662109376
BSU28370_s,0.0
BSU28390_s,0.060488128662109376
BSU28430_s,0.060488128662109376
BSU28440_s,0.060488128662109376
BSU28450_s,0.060488128662109376
BSU28470_s,0.060488128662109376
BSU28500_s,0.060463714599609364
BSU28510_s,0.060488128662109376
BSU28540_s,0.060488128662109376
BSU28560_s,0.060488128662109376
BSU28630_s,0.0
BSU28640_s,0.0
BSU28680_s,0.060488128662109376
BSU28720_s,0.060488128662109376
BSU28730_s,0.060488128662109376
BSU28740_s,0.060488128662109376
BSU28750_s,0.060488128662109376
BSU28780_s,0.060488128662109376
BSU28790_s,0.060488128662109376
BSU28800_s,0.060488128662109376
BSU28850_s,0.0
BSU28860_s,0.0
BSU28870_s,0.0
BSU28900_s,0.0603668212890625
BSU28910_s,0.0603668212890625
BSU28950_s,0.0
BSU29010_s,0.060488128662109376
BSU29020_s,0.060488128662109376
BSU29050_s,0.060488128662109376
BSU29060_s,0.060488128662109376
BSU29120_s,0.060488128662109376
BSU29130_s,0.0604736328125
BSU29140_s,0.060488128662109376
BSU29180_s,0.059918212890625
BSU29190_s,0.0
BSU29200_s,0.0
BSU29210_s,0.0
BSU29220_s,0.060488128662109376
BSU29300_s,0.060488128662109376
BSU29340_s,0.060488128662109376
BSU29350_s,0.060488128662109376
BSU29360_s,0.060488128662109376
BSU29370_s,0.060488128662109376
BSU29380_s,0.060488128662109376
BSU29440_s,0.060488128662109376
BSU29450_s,0.060488128662109376
BSU29470_s,0.05198287963867188
BSU29600_s,0.060488128662109376
BSU29620_s,0.060488128662109376
BSU29660_s,0.0
BSU29670_s,0.0
BSU29680_s,0.060488128662109376
BSU29750_s,0.060488128662109376
BSU29790_s,0.0
BSU29990_s,0.060488128662109376
BSU30070_s,0.060488128662109376
BSU30200_s,0.060488128662109376
BSU30210_s,0.060488128662109376
BSU30220_s,0.060488128662109376
BSU30230_s,0.060488128662109376
BSU30240_s,0.060488128662109376
BSU30300_s,0.060488128662109376
BSU30320_s,0.0
BSU30410_s,0.060488128662109376
BSU30420_s,0.060488128662109376
BSU30430_s,0.060488128662109376
BSU30440_s,0.060488128662109376
BSU30450_s,0.060488128662109376
BSU30530_s,0.060488128662109376
BSU30540_s,0.060488128662109376
BSU30550_s,0.060488128662109376
BSU30560_s,0.060488128662109376
BSU30690_s,0.0
BSU30740_s,0.060488128662109376
BSU30750_s,0.060488128662109376
BSU30760_s,0.060488128662109376
BSU30770_s,0.060488128662109376
BSU30780_s,0.0
BSU30790_s,0.0
BSU30800_s,0.0
BSU30820_s,0.0
BSU30830_s,0.060488128662109376
BSU30870_s,0.060488128662109376
BSU30940_s,0.060488128662109376
BSU30950_s,0.060488128662109376
BSU30960_s,0.060488128662109376
BSU30970_s,0.060488128662109376
BSU30980_s,0.060488128662109376
BSU31050_s,0.060488128662109376
BSU31060_s,0.060488128662109376
BSU31090_s,0.060488128662109376
BSU31100_s,0.060488128662109376
BSU31150_s,0.0
BSU31180_s,0.060488128662109376
BSU31200_s,0.060488128662109376
BSU31322_s,0.060488128662109376
BSU31350_s,0.06048736572265625
BSU31400_s,0.060472869873046876
BSU31580_s,0.060488128662109376
BSU31600_s,0.060488128662109376
BSU31610_s,0.060488128662109376
BSU31620_s,0.060488128662109376
BSU31630_s,0.060488128662109376
BSU31640_s,0.060488128662109376
BSU31650_s,0.060488128662109376
BSU31660_s,0.060488128662109376
BSU31750_s,0.060488128662109376
BSU31760_s,0.060488128662109376
BSU31930_s,0.060488128662109376
BSU31970_s,0.060488128662109376
BSU31980_s,0.060488128662109376
BSU31990_s,0.060488128662109376
BSU32000_s,0.060488128662109376
BSU32100_s,0.060488128662109376
BSU32110_s,0.060488128662109376
BSU32130_s,0.060488128662109376
BSU32170_s,0.0
BSU32180_s,0.060488128662109376
BSU32200_s,0.060488128662109376
BSU32240_s,0.060488128662109376
BSU32250_s,0.060488128662109376
BSU32260_s,0.06047744750976562
BSU32410_s,0.060488128662109376
BSU32430_s,0.060488128662109376
BSU32440_s,0.060488128662109376
BSU32450_s,0.060488128662109376
BSU32460_s,0.060488128662109376
BSU32470_s,0.060488128662109376
BSU32480_s,0.060488128662109376
BSU32490_s,0.060488128662109376
BSU32500_s,0.060488128662109376
BSU32510_s,0.060488128662109376
BSU32680_s,0.0604705810546875
BSU32820_s,0.060488128662109376
BSU32830_s,0.060404205322265626
BSU32840_s,0.060404205322265626
BSU33040_s,0.060488128662109376
BSU33160_s,0.060488128662109376
BSU33170_s,0.06047897338867188
BSU33180_s,0.060488128662109376
BSU33240_s,0.060488128662109376
BSU33290_s,0.060488128662109376
BSU33300_s,0.060488128662109376
BSU33310_s,0.060488128662109376
BSU33330_s,0.060488128662109376
BSU33370_s,0.060488128662109376
BSU33380_s,0.060488128662109376
BSU33390_s,0.060488128662109376
BSU33400_s,0.060488128662109376
BSU33420_s,0.060488128662109376
BSU33430_s,0.06048736572265625
BSU33440_s,0.060488128662109376
BSU33490_s,0.060488128662109376
BSU33500_s,0.060488128662109376
BSU33510_s,0.060488128662109376
BSU33630_s,0.0
BSU33700_s,0.060488128662109376
BSU33710_s,0.060488128662109376
BSU33720_s,0.060488128662109376
BSU33730_s,0.060488128662109376
BSU33800_s,0.060488128662109376
BSU33810_s,0.060488128662109376
BSU33820_s,0.060488128662109376
BSU33830_s,0.060488128662109376
BSU33900_s,0.0
BSU33910_s,0.06046905517578125
BSU33920_s,0.06043395996093751
BSU33930_s,0.06043395996093751
BSU33940_s,0.06043395996093751
BSU33960_s,0.060488128662109376
BSU34130_s,0.060488128662109376
BSU34190_s,0.060488128662109376
BSU34200_s,0.0
BSU34550_s,0.060488128662109376
BSU34560_s,0.060488128662109376
BSU34570_s,0.060488128662109376
BSU34590_s,0.060488128662109376
BSU34600_s,0.060488128662109376
BSU34610_s,0.060488128662109376
BSU34660_s,0.060488128662109376
BSU34790_s,0.060488128662109376
BSU34860_s,0.060488128662109376
BSU34870_s,0.060488128662109376
BSU34880_s,0.060488128662109376
BSU34890_s,0.06048736572265625
BSU34900_s,0.060488128662109376
BSU34910_s,0.060488128662109376
BSU34920_s,0.060488128662109376
BSU35010_s,0.060488128662109376
BSU35020_s,0.060488128662109376
BSU35290_s,0.0
BSU35300_s,0.0
BSU35530_s,0.0
BSU35540_s,0.060488128662109376
BSU35550_s,0.060488128662109376
BSU35570_s,0.060488128662109376
BSU35580_s,0.060488128662109376
BSU35590_s,0.060488128662109376
BSU35600_s,0.060488128662109376
BSU35609_s,0.060488128662109376
BSU35620_s,0.060488128662109376
BSU35660_s,0.0
BSU35670_s,0.0
BSU35680_s,0.0
BSU35690_s,0.0
BSU35700_s,0.0
BSU35710_s,0.0
BSU35720_s,0.0
BSU35730_s,0.0
BSU35740_s,0.0
BSU35750_s,0.0
BSU35760_s,0.0
BSU35780_s,0.060488128662109376
BSU35790_s,0.060488128662109376
BSU35920_s,0.060488128662109376
BSU35930_s,0.060488128662109376
BSU35940_s,0.060488128662109376
BSU35950_s,0.060488128662109376
BSU35960_s,0.060488128662109376
BSU36000_s,0.06048660278320313
BSU36010_s,0.06047210693359375
BSU36030_s,0.060488128662109376
BSU36120_s,0.060488128662109376
BSU36130_s,0.060488128662109376
BSU36370_s,0.060488128662109376
BSU36470_s,0.060488128662109376
BSU36510_s,0.060488128662109376
BSU36590_s,0.060488128662109376
BSU36640_s,0.060488128662109376
BSU36650_s,0.060488128662109376
BSU36660_s,0.060488128662109376
BSU36710_s,0.060488128662109376
BSU36760_s,0.06048736572265625
BSU36800_s,0.060488128662109376
BSU36810_s,0.060488128662109376
BSU36820_s,0.060488128662109376
BSU36830_s,0.060488128662109376
BSU36840_s,0.060488128662109376
BSU36850_s,0.060488128662109376
BSU36860_s,0.060488128662109376
BSU36870_s,0.060488128662109376
BSU36880_s,0.060488128662109376
BSU36890_s,0.060488128662109376
BSU36900_s,0.0
BSU36920_s,0.060488128662109376
BSU37010_s,0.0
BSU37060_s,0.060488128662109376
BSU37070_s,0.0
BSU37080_s,0.0
BSU37100_s,0.060488128662109376
BSU37110_s,0.060488128662109376
BSU37120_s,0.060488128662109376
BSU37150_s,0.060488128662109376
BSU37160_s,0.0
BSU37170_s,0.060488128662109376
BSU37190_s,0.060488128662109376
BSU37240_s,0.060488128662109376
BSU37320_s,0.060488128662109376
BSU37330_s,0.0
BSU37490_s,0.060488128662109376
BSU37500_s,0.060488128662109376
BSU37660_s,0.05198287963867188
BSU37710_s,0.060488128662109376
BSU37760_s,0.060488128662109376
BSU37780_s,0.060488128662109376
BSU37790_s,0.060488128662109376
BSU38020_s,0.060488128662109376
BSU38040_s,0.060488128662109376
BSU38050_s,0.060488128662109376
BSU38060_s,0.060488128662109376
BSU38110_s,0.060488128662109376
BSU38140_s,0.060488128662109376
BSU38150_s,0.060488128662109376
BSU38160_s,0.060488128662109376
BSU38170_s,0.060488128662109376
BSU38190_s,0.060488128662109376
BSU38200_s,0.060488128662109376
BSU38240_s,0.05197677612304688
BSU38260_s,0.060488128662109376
BSU38270_s,0.060488128662109376
BSU38280_s,0.060488128662109376
BSU38290_s,0.060488128662109376
BSU38300_s,0.060488128662109376
BSU38390_s,0.060488128662109376
BSU38490_s,0.0
BSU38500_s,0.0
BSU38510_s,0.0
BSU38520_s,0.0
BSU38530_s,0.0
BSU38550_s,0.06048736572265625
BSU38560_s,0.060488128662109376
BSU38570_s,0.060488128662109376
BSU38580_s,0.060488128662109376
BSU38590_s,0.060488128662109376
BSU38630_s,0.060488128662109376
BSU38700_s,0.060488128662109376
BSU38710_s,0.06046142578125
BSU38750_s,0.060488128662109376
BSU38760_s,0.060488128662109376
BSU38770_s,0.06048736572265625
BSU38830_s,0.060488128662109376
BSU38860_s,0.060488128662109376
BSU38980_s,0.054328155517578115
BSU38990_s,0.054328155517578115
BSU39020_s,0.060488128662109376
BSU39050_s,0.060488128662109376
BSU39060_s,0.060488128662109376
BSU39260_s,0.060488128662109376
BSU39270_s,0.060488128662109376
BSU39350_s,0.060488128662109376
BSU39360_s,0.060488128662109376
BSU39370_s,0.060488128662109376
BSU39380_s,0.060488128662109376
BSU39390_s,0.060488128662109376
BSU39400_s,0.060488128662109376
BSU39410_s,0.060488128662109376
BSU39420_s,0.060488128662109376
BSU39450_s,0.060488128662109376
BSU39540_s,0.060488128662109376
BSU39610_s,0.060488128662109376
BSU39670_s,0.060488128662109376
BSU39700_s,0.060488128662109376
BSU39710_s,0.060488128662109376
BSU39720_s,0.060488128662109376
BSU39730_s,0.060488128662109376
BSU39740_s,0.060488128662109376
BSU39750_s,0.060488128662109376
BSU39760_s,0.060488128662109376
BSU39780_s,0.060488128662109376
BSU39860_s,0.060488128662109376
BSU39920_s,0.060488128662109376
BSU39980_s,0.060488128662109376
BSU40040_s,0.060488128662109376
BSU40060_s,0.060488128662109376
BSU40070_s,0.060488128662109376
BSU40110_s,0.060488128662109376
BSU40190_s,0.060488128662109376
BSU40320_s,0.060488128662109376
BSU40330_s,0.060488128662109376
BSU40340_s,0.060488128662109376
BSU40420_s,0.060488128662109376
BSU40500_s,0.0
BSU40550_s,0.060488128662109376
BSU40850_s,0.060488128662109376
BSU40890_s,0.0
BSU40910_s,0.0
BSU41050_s,0.0
BSU41060_s,0.0
